budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
170000000,"['Adventure', 'Action', 'Science Fiction']",http://disney.go.com/tron/,20526,"['artificial intelligence', 'secret identity', 'computer program']",en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,"['Walt Disney Pictures', 'LivePlanet', 'Prana Studios']",['United States of America'],2010,400062763,125.0,['English'],Released,The Game Has Changed.,TRON: Legacy,6.3,2841,TRON: Legacy,"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde']",Joseph Kosinski
200000000,"['Animation', 'Family', 'Adventure']",http://www.disney.go.com/cars/,49013,"['car race', 'sequel', 'comedy']",en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2011,559852396,106.0,"['English', '日本語', 'Italiano']",Released,Ka-ciao!,Cars 2,5.8,2033,Cars 2,"['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine']",John Lasseter
200000000,"['Adventure', 'Action', 'Thriller']",http://greenlanternmovie.warnerbros.com/,44912,"['dc comics', 'transformation', 'superhero']",en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,"['De Line Pictures', 'Warner Bros.', 'DC Entertainment']",['United States of America'],2011,219851172,114.0,['English'],Released,"In our darkest hour, there will be light.",Green Lantern,5.1,2487,Green Lantern,"['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard']",Martin Campbell
200000000,"['Animation', 'Family', 'Comedy']",http://disney.go.com/toystory/,10193,"['hostage', 'college', 'toy']",en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2010,1066969703,103.0,"['English', 'Español']",Released,No toy gets left behind.,Toy Story 3,7.6,4597,Toy Story 3,"['Tom Hanks', 'Tim Allen', 'Ned Beatty']",Lee Unkrich
200000000,"['Action', 'Science Fiction', 'Thriller']",https://www.warnerbros.com/terminator-salvation,534,"['saving the world', 'artificial intelligence', 'prophecy']",en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892,"['Columbia Pictures', 'The Halcyon Company', 'Wonderland Sound and Vision']","['Germany', 'Italy', 'United Kingdom']",2009,371353001,115.0,"['English', 'Italiano']",Released,The End Begins.,Terminator Salvation,5.9,2463,Terminator Salvation,"['Christian Bale', 'Sam Worthington', 'Anton Yelchin']",McG
190000000,['Action'],http://www.furious7.com/,168259,"['car race', 'speed', 'revenge']",en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217,"['Universal Pictures', 'Original Film', 'Fuji Television Network']","['Japan', 'United States of America']",2015,1506249360,137.0,['English'],Released,Vengeance Hits Home,Furious 7,7.3,4176,Furious 7,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']",James Wan
200000000,"['Action', 'Drama', 'Horror']",http://www.worldwarzmovie.com,72190,"['dystopia', 'apocalypse', 'zombie']",en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,"['Paramount Pictures', 'GK Films', 'Skydance Productions']","['United States of America', 'Malta']",2013,531865000,116.0,['English'],Released,Remember Philly!,World War Z,6.7,5560,World War Z,"['Brad Pitt', 'Mireille Enos', 'Abigail Hargrove']",Marc Forster
250000000,"['Action', 'Adventure', 'Fantasy']",http://www.x-menmovies.com/,127585,"['1970s', 'mutant', 'time travel']",en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment']","['United Kingdom', 'United States of America']",2014,747862775,131.0,['English'],Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032,X-Men: Days of Future Past,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']",Bryan Singer
190000000,"['Action', 'Adventure', 'Science Fiction']",Unknown,54138,"['spacecraft', 'friendship', 'sequel']",en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,"['Paramount Pictures', 'Skydance Productions', 'Bad Robot']",['United States of America'],2013,467365246,132.0,['English'],Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418,Star Trek Into Darkness,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']",J.J. Abrams
195000000,"['Action', 'Family', 'Fantasy']",http://jackthegiantkiller.warnerbros.com,81005,"['based on fairy tale', 'giant']",en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,"['New Line Cinema', 'Original Film', 'Legendary Pictures']",['United States of America'],2013,197687603,114.0,['English'],Released,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598,Jack the Giant Slayer,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']",Bryan Singer
105000000,"['Drama', 'Romance']",Unknown,64682,"['based on novel', 'infidelity', 'obsession']",en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,"['Village Roadshow Pictures', 'Bazmark Films', 'Warner Bros.']","['United States of America', 'Australia']",2013,351040419,143.0,['English'],Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769,The Great Gatsby,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']",Baz Luhrmann
150000000,"['Adventure', 'Fantasy', 'Action']",http://disney.go.com/disneypictures/princeofpersia,9543,"['persia', 'sandstorm', 'brother against brother']",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",['United States of America'],2010,335154643,116.0,['English'],Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317,Prince of Persia: The Sands of Time,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley']",Mike Newell
180000000,"['Action', 'Science Fiction', 'Adventure']",http://www.pacificrimmovie.com/,68726,"['dystopia', 'giant robot', 'giant monster']",en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,"['Legendary Pictures', 'Warner Bros.', 'Disney Double Dare You (DDY)']","['United States of America', 'Canada']",2013,407602906,131.0,['English'],Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794,Pacific Rim,"['Idris Elba', 'Charlie Hunnam', 'Charlie Day']",Guillermo del Toro
195000000,"['Action', 'Science Fiction', 'Adventure']",http://www.transformersmovie.com/,38356,"['moon', 'spacecraft', 'traitor']",en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Indochina Productions']",['United States of America'],2011,1123746996,154.0,['English'],Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299,Transformers: Dark of the Moon,"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong']",Michael Bay
185000000,"['Adventure', 'Action']",http://www.indianajones.com/site/index.html,217,"['saving the world', 'riddle', 'whip']",en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,"['Lucasfilm', 'Paramount Pictures']",['United States of America'],2008,786636033,122.0,"['English', 'Deutsch', 'Pусский']",Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,Indiana Jones and the Kingdom of the Crystal Skull,"['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf']",Steven Spielberg
175000000,"['Adventure', 'Animation', 'Family']",http://movies.disney.com/the-good-dinosaur,105864,"['tyrannosaurus rex', 'friends', 'alternate history']",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2015,331926147,93.0,['English'],Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736,The Good Dinosaur,"['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright']",Peter Sohn
185000000,"['Animation', 'Adventure', 'Comedy']",http://disney.go.com/brave/#/home,62177,"['scotland', 'rebel', 'bravery']",en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2012,538983207,93.0,['English'],Released,Change your fate.,Brave,6.7,4641,Brave,"['Kelly Macdonald', 'Julie Walters', 'Billy Connolly']",Brenda Chapman
